well,depth,temperature,temperature_unc_1sigma,data_type
AST-02,387.6,20.28,0.1,continuous log
AST-02,387.8,20.28,0.1,continuous log
AST-02,388,20.28,0.1,continuous log
AST-02,388.2,20.29,0.1,continuous log
AST-02,388.4,20.29,0.1,continuous log
AST-02,388.6,20.29,0.1,continuous log
AST-02,388.8,20.3,0.1,continuous log
AST-02,389,20.3,0.1,continuous log
AST-02,389.2,20.31,0.1,continuous log
AST-02,389.4,20.31,0.1,continuous log
AST-02,389.6,20.31,0.1,continuous log
AST-02,389.8,20.32,0.1,continuous log
AST-02,390,20.32,0.1,continuous log
AST-02,390.2,20.32,0.1,continuous log
AST-02,390.4,20.33,0.1,continuous log
AST-02,390.6,20.33,0.1,continuous log
AST-02,390.8,20.34,0.1,continuous log
AST-02,391,20.34,0.1,continuous log
AST-02,391.2,20.34,0.1,continuous log
AST-02,391.4,20.35,0.1,continuous log
AST-02,391.6,20.35,0.1,continuous log
AST-02,391.8,20.36,0.1,continuous log
AST-02,392,20.36,0.1,continuous log
AST-02,392.2,20.36,0.1,continuous log
AST-02,392.4,20.37,0.1,continuous log
AST-02,392.6,20.37,0.1,continuous log
AST-02,392.8,20.37,0.1,continuous log
AST-02,393,20.38,0.1,continuous log
AST-02,393.2,20.38,0.1,continuous log
AST-02,393.4,20.39,0.1,continuous log
AST-02,393.6,20.39,0.1,continuous log
AST-02,393.8,20.39,0.1,continuous log
AST-02,394,20.4,0.1,continuous log
AST-02,394.2,20.4,0.1,continuous log
AST-02,394.4,20.41,0.1,continuous log
AST-02,394.6,20.41,0.1,continuous log
AST-02,394.8,20.41,0.1,continuous log
AST-02,395,20.42,0.1,continuous log
AST-02,395.2,20.42,0.1,continuous log
AST-02,395.4,20.42,0.1,continuous log
AST-02,395.6,20.43,0.1,continuous log
AST-02,395.8,20.43,0.1,continuous log
AST-02,396,20.44,0.1,continuous log
AST-02,396.2,20.44,0.1,continuous log
AST-02,396.4,20.44,0.1,continuous log
AST-02,396.6,20.45,0.1,continuous log
AST-02,396.8,20.45,0.1,continuous log
AST-02,397,20.46,0.1,continuous log
AST-02,397.2,20.46,0.1,continuous log
AST-02,397.4,20.46,0.1,continuous log
AST-02,397.6,20.47,0.1,continuous log
AST-02,397.8,20.47,0.1,continuous log
AST-02,398,20.47,0.1,continuous log
AST-02,398.2,20.48,0.1,continuous log
AST-02,398.4,20.48,0.1,continuous log
AST-02,398.6,20.49,0.1,continuous log
AST-02,398.8,20.49,0.1,continuous log
AST-02,399,20.49,0.1,continuous log
AST-02,399.2,20.5,0.1,continuous log
AST-02,399.4,20.5,0.1,continuous log
AST-02,399.6,20.51,0.1,continuous log
AST-02,399.8,20.51,0.1,continuous log
AST-02,400,20.51,0.1,continuous log
AST-02,400.2,20.52,0.1,continuous log
AST-02,400.4,20.52,0.1,continuous log
AST-02,400.6,20.52,0.1,continuous log
AST-02,400.8,20.53,0.1,continuous log
AST-02,401,20.53,0.1,continuous log
AST-02,401.2,20.54,0.1,continuous log
AST-02,401.4,20.54,0.1,continuous log
AST-02,401.6,20.54,0.1,continuous log
AST-02,401.8,20.55,0.1,continuous log
AST-02,402,20.55,0.1,continuous log
AST-02,402.2,20.55,0.1,continuous log
AST-02,402.4,20.56,0.1,continuous log
AST-02,402.6,20.56,0.1,continuous log
AST-02,402.8,20.57,0.1,continuous log
AST-02,403,20.57,0.1,continuous log
AST-02,403.2,20.57,0.1,continuous log
AST-02,403.4,20.58,0.1,continuous log
AST-02,403.6,20.58,0.1,continuous log
AST-02,403.8,20.59,0.1,continuous log
AST-02,404,20.59,0.1,continuous log
AST-02,404.2,20.59,0.1,continuous log
AST-02,404.4,20.6,0.1,continuous log
AST-02,404.6,20.6,0.1,continuous log
AST-02,404.8,20.6,0.1,continuous log
AST-02,405,20.61,0.1,continuous log
AST-02,405.2,20.61,0.1,continuous log
AST-02,405.4,20.62,0.1,continuous log
AST-02,405.6,20.63,0.1,continuous log
AST-02,405.8,20.64,0.1,continuous log
AST-02,406,20.64,0.1,continuous log
AST-02,406.2,20.65,0.1,continuous log
AST-02,406.4,20.66,0.1,continuous log
AST-02,406.6,20.67,0.1,continuous log
AST-02,406.8,20.67,0.1,continuous log
AST-02,407,20.68,0.1,continuous log
AST-02,407.2,20.69,0.1,continuous log
AST-02,407.4,20.7,0.1,continuous log
AST-02,407.6,20.7,0.1,continuous log
AST-02,407.8,20.71,0.1,continuous log
AST-02,408,20.72,0.1,continuous log
AST-02,408.2,20.73,0.1,continuous log
AST-02,408.4,20.74,0.1,continuous log
AST-02,408.6,20.74,0.1,continuous log
AST-02,408.8,20.75,0.1,continuous log
AST-02,409,20.76,0.1,continuous log
AST-02,409.2,20.77,0.1,continuous log
AST-02,409.4,20.77,0.1,continuous log
AST-02,409.6,20.78,0.1,continuous log
AST-02,409.8,20.79,0.1,continuous log
AST-02,410,20.8,0.1,continuous log
AST-02,410.2,20.8,0.1,continuous log
AST-02,410.4,20.81,0.1,continuous log
AST-02,410.6,20.82,0.1,continuous log
AST-02,410.8,20.83,0.1,continuous log
AST-02,411,20.84,0.1,continuous log
AST-02,411.2,20.84,0.1,continuous log
AST-02,411.4,20.85,0.1,continuous log
AST-02,411.6,20.86,0.1,continuous log
AST-02,411.8,20.87,0.1,continuous log
AST-02,412,20.87,0.1,continuous log
AST-02,412.2,20.88,0.1,continuous log
AST-02,412.4,20.89,0.1,continuous log
AST-02,412.6,20.9,0.1,continuous log
AST-02,412.8,20.9,0.1,continuous log
AST-02,413,20.91,0.1,continuous log
AST-02,413.2,20.92,0.1,continuous log
AST-02,413.4,20.93,0.1,continuous log
AST-02,413.6,20.94,0.1,continuous log
AST-02,413.8,20.94,0.1,continuous log
AST-02,414,20.95,0.1,continuous log
AST-02,414.2,20.96,0.1,continuous log
AST-02,414.4,20.97,0.1,continuous log
AST-02,414.6,20.97,0.1,continuous log
AST-02,414.8,20.98,0.1,continuous log
AST-02,415,20.98,0.1,continuous log
AST-02,415.2,20.99,0.1,continuous log
AST-02,415.4,20.99,0.1,continuous log
AST-02,415.6,21,0.1,continuous log
AST-02,415.8,21,0.1,continuous log
AST-02,416,21.01,0.1,continuous log
AST-02,416.2,21.01,0.1,continuous log
AST-02,416.4,21.01,0.1,continuous log
AST-02,416.6,21.02,0.1,continuous log
AST-02,416.8,21.02,0.1,continuous log
AST-02,417,21.03,0.1,continuous log
AST-02,417.2,21.03,0.1,continuous log
AST-02,417.4,21.04,0.1,continuous log
AST-02,417.6,21.04,0.1,continuous log
AST-02,417.8,21.05,0.1,continuous log
AST-02,418,21.05,0.1,continuous log
AST-02,418.2,21.06,0.1,continuous log
AST-02,418.4,21.06,0.1,continuous log
AST-02,418.6,21.07,0.1,continuous log
AST-02,418.8,21.07,0.1,continuous log
AST-02,419,21.08,0.1,continuous log
AST-02,419.2,21.08,0.1,continuous log
AST-02,419.4,21.09,0.1,continuous log
AST-02,419.6,21.09,0.1,continuous log
AST-02,419.8,21.1,0.1,continuous log
AST-02,420,21.1,0.1,continuous log
AST-02,420.2,21.11,0.1,continuous log
AST-02,420.4,21.11,0.1,continuous log
AST-02,420.6,21.12,0.1,continuous log
AST-02,420.8,21.12,0.1,continuous log
AST-02,421,21.12,0.1,continuous log
AST-02,421.2,21.13,0.1,continuous log
AST-02,421.4,21.13,0.1,continuous log
AST-02,421.6,21.14,0.1,continuous log
AST-02,421.8,21.14,0.1,continuous log
AST-02,422,21.15,0.1,continuous log
AST-02,422.2,21.15,0.1,continuous log
AST-02,422.4,21.16,0.1,continuous log
AST-02,422.6,21.16,0.1,continuous log
AST-02,422.8,21.17,0.1,continuous log
AST-02,423,21.17,0.1,continuous log
AST-02,423.2,21.18,0.1,continuous log
AST-02,423.4,21.18,0.1,continuous log
AST-02,423.6,21.19,0.1,continuous log
AST-02,423.8,21.19,0.1,continuous log
AST-02,424,21.2,0.1,continuous log
AST-02,424.2,21.2,0.1,continuous log
AST-02,424.4,21.21,0.1,continuous log
AST-02,424.6,21.21,0.1,continuous log
AST-02,424.8,21.22,0.1,continuous log
AST-02,425,21.22,0.1,continuous log
AST-02,425.2,21.23,0.1,continuous log
AST-02,425.4,21.23,0.1,continuous log
AST-02,425.6,21.24,0.1,continuous log
AST-02,425.8,21.24,0.1,continuous log
AST-02,426,21.24,0.1,continuous log
AST-02,426.2,21.25,0.1,continuous log
AST-02,426.4,21.25,0.1,continuous log
AST-02,426.6,21.26,0.1,continuous log
AST-02,426.8,21.26,0.1,continuous log
AST-02,427,21.27,0.1,continuous log
AST-02,427.2,21.27,0.1,continuous log
AST-02,427.4,21.28,0.1,continuous log
AST-02,427.6,21.28,0.1,continuous log
AST-02,427.8,21.29,0.1,continuous log
AST-02,428,21.29,0.1,continuous log
AST-02,428.2,21.3,0.1,continuous log
AST-02,428.4,21.31,0.1,continuous log
AST-02,428.6,21.31,0.1,continuous log
AST-02,428.8,21.32,0.1,continuous log
AST-02,429,21.33,0.1,continuous log
AST-02,429.2,21.33,0.1,continuous log
AST-02,429.4,21.34,0.1,continuous log
AST-02,429.6,21.34,0.1,continuous log
AST-02,429.8,21.35,0.1,continuous log
AST-02,430,21.36,0.1,continuous log
AST-02,430.2,21.36,0.1,continuous log
AST-02,430.4,21.37,0.1,continuous log
AST-02,430.6,21.38,0.1,continuous log
AST-02,430.8,21.38,0.1,continuous log
AST-02,431,21.39,0.1,continuous log
AST-02,431.2,21.39,0.1,continuous log
AST-02,431.4,21.4,0.1,continuous log
AST-02,431.6,21.41,0.1,continuous log
AST-02,431.8,21.41,0.1,continuous log
AST-02,432,21.42,0.1,continuous log
AST-02,432.2,21.43,0.1,continuous log
AST-02,432.4,21.43,0.1,continuous log
AST-02,432.6,21.44,0.1,continuous log
AST-02,432.8,21.44,0.1,continuous log
AST-02,433,21.45,0.1,continuous log
AST-02,433.2,21.46,0.1,continuous log
AST-02,433.4,21.46,0.1,continuous log
AST-02,433.6,21.47,0.1,continuous log
AST-02,433.8,21.48,0.1,continuous log
AST-02,434,21.48,0.1,continuous log
AST-02,434.2,21.49,0.1,continuous log
AST-02,434.4,21.5,0.1,continuous log
AST-02,434.6,21.5,0.1,continuous log
AST-02,434.8,21.5,0.1,continuous log
AST-02,435,21.51,0.1,continuous log
AST-02,435.2,21.51,0.1,continuous log
AST-02,435.4,21.52,0.1,continuous log
AST-02,435.6,21.53,0.1,continuous log
AST-02,435.8,21.54,0.1,continuous log
AST-02,436,21.54,0.1,continuous log
AST-02,436.2,21.55,0.1,continuous log
AST-02,436.4,21.56,0.1,continuous log
AST-02,436.6,21.57,0.1,continuous log
AST-02,436.8,21.57,0.1,continuous log
AST-02,437,21.58,0.1,continuous log
AST-02,437.2,21.59,0.1,continuous log
AST-02,437.4,21.59,0.1,continuous log
AST-02,437.6,21.6,0.1,continuous log
AST-02,437.8,21.61,0.1,continuous log
AST-02,438,21.62,0.1,continuous log
AST-02,438.2,21.62,0.1,continuous log
AST-02,438.4,21.63,0.1,continuous log
AST-02,438.6,21.64,0.1,continuous log
AST-02,438.8,21.65,0.1,continuous log
AST-02,439,21.65,0.1,continuous log
AST-02,439.2,21.66,0.1,continuous log
AST-02,439.4,21.67,0.1,continuous log
AST-02,439.6,21.67,0.1,continuous log
AST-02,439.8,21.68,0.1,continuous log
AST-02,440,21.69,0.1,continuous log
AST-02,440.2,21.7,0.1,continuous log
AST-02,440.4,21.7,0.1,continuous log
AST-02,440.6,21.71,0.1,continuous log
AST-02,440.8,21.72,0.1,continuous log
AST-02,441,21.73,0.1,continuous log
AST-02,441.2,21.73,0.1,continuous log
AST-02,441.4,21.74,0.1,continuous log
AST-02,441.6,21.75,0.1,continuous log
AST-02,441.8,21.75,0.1,continuous log
AST-02,442,21.76,0.1,continuous log
AST-02,442.2,21.77,0.1,continuous log
AST-02,442.4,21.78,0.1,continuous log
AST-02,442.6,21.78,0.1,continuous log
AST-02,442.8,21.79,0.1,continuous log
AST-02,443,21.8,0.1,continuous log
AST-02,443.2,21.81,0.1,continuous log
AST-02,443.4,21.81,0.1,continuous log
AST-02,443.6,21.82,0.1,continuous log
AST-02,443.8,21.83,0.1,continuous log
AST-02,444,21.84,0.1,continuous log
AST-02,444.2,21.84,0.1,continuous log
AST-02,444.4,21.85,0.1,continuous log
AST-02,444.6,21.86,0.1,continuous log
AST-02,444.8,21.86,0.1,continuous log
AST-02,445,21.86,0.1,continuous log
AST-02,445.2,21.86,0.1,continuous log
AST-02,445.4,21.86,0.1,continuous log
AST-02,445.6,21.87,0.1,continuous log
AST-02,445.8,21.87,0.1,continuous log
AST-02,446,21.87,0.1,continuous log
AST-02,446.2,21.87,0.1,continuous log
AST-02,446.4,21.88,0.1,continuous log
AST-02,446.6,21.88,0.1,continuous log
AST-02,446.8,21.88,0.1,continuous log
AST-02,447,21.88,0.1,continuous log
AST-02,447.2,21.89,0.1,continuous log
AST-02,447.4,21.89,0.1,continuous log
AST-02,447.6,21.89,0.1,continuous log
AST-02,447.8,21.89,0.1,continuous log
AST-02,448,21.89,0.1,continuous log
AST-02,448.2,21.9,0.1,continuous log
AST-02,448.4,21.9,0.1,continuous log
AST-02,448.6,21.9,0.1,continuous log
AST-02,448.8,21.9,0.1,continuous log
AST-02,449,21.91,0.1,continuous log
AST-02,449.2,21.91,0.1,continuous log
AST-02,449.4,21.91,0.1,continuous log
AST-02,449.6,21.91,0.1,continuous log
AST-02,449.8,21.91,0.1,continuous log
AST-02,450,21.92,0.1,continuous log
AST-02,450.2,21.92,0.1,continuous log
AST-02,450.4,21.92,0.1,continuous log
AST-02,450.6,21.92,0.1,continuous log
AST-02,450.8,21.93,0.1,continuous log
AST-02,451,21.93,0.1,continuous log
AST-02,451.2,21.93,0.1,continuous log
AST-02,451.4,21.93,0.1,continuous log
AST-02,451.6,21.93,0.1,continuous log
AST-02,451.8,21.94,0.1,continuous log
AST-02,452,21.94,0.1,continuous log
AST-02,452.2,21.94,0.1,continuous log
AST-02,452.4,21.94,0.1,continuous log
AST-02,452.6,21.95,0.1,continuous log
AST-02,452.8,21.95,0.1,continuous log
AST-02,453,21.95,0.1,continuous log
AST-02,453.2,21.95,0.1,continuous log
AST-02,453.4,21.96,0.1,continuous log
AST-02,453.6,21.96,0.1,continuous log
AST-02,453.8,21.96,0.1,continuous log
AST-02,454,21.96,0.1,continuous log
AST-02,454.2,21.96,0.1,continuous log
AST-02,454.4,21.97,0.1,continuous log
AST-02,454.6,21.97,0.1,continuous log
AST-02,454.8,21.97,0.1,continuous log
AST-02,455,21.97,0.1,continuous log
AST-02,455.2,21.98,0.1,continuous log
AST-02,455.4,21.98,0.1,continuous log
AST-02,455.6,21.98,0.1,continuous log
AST-02,455.8,21.98,0.1,continuous log
AST-02,456,21.98,0.1,continuous log
AST-02,456.2,21.99,0.1,continuous log
AST-02,456.4,21.99,0.1,continuous log
AST-02,456.6,21.99,0.1,continuous log
AST-02,456.8,21.99,0.1,continuous log
AST-02,457,22,0.1,continuous log
AST-02,457.2,22,0.1,continuous log
AST-02,457.4,22.01,0.1,continuous log
AST-02,457.6,22.02,0.1,continuous log
AST-02,457.8,22.03,0.1,continuous log
AST-02,458,22.04,0.1,continuous log
AST-02,458.2,22.05,0.1,continuous log
AST-02,458.4,22.06,0.1,continuous log
AST-02,458.6,22.07,0.1,continuous log
AST-02,458.8,22.08,0.1,continuous log
AST-02,459,22.09,0.1,continuous log
AST-02,459.2,22.09,0.1,continuous log
AST-02,459.4,22.1,0.1,continuous log
AST-02,459.6,22.11,0.1,continuous log
AST-02,459.8,22.12,0.1,continuous log
AST-02,460,22.13,0.1,continuous log
AST-02,460.2,22.14,0.1,continuous log
AST-02,460.4,22.15,0.1,continuous log
AST-02,460.6,22.16,0.1,continuous log
AST-02,460.8,22.17,0.1,continuous log
AST-02,461,22.18,0.1,continuous log
AST-02,461.2,22.19,0.1,continuous log
AST-02,461.4,22.2,0.1,continuous log
AST-02,461.6,22.21,0.1,continuous log
AST-02,461.8,22.22,0.1,continuous log
AST-02,462,22.23,0.1,continuous log
AST-02,462.2,22.24,0.1,continuous log
AST-02,462.4,22.24,0.1,continuous log
AST-02,462.6,22.25,0.1,continuous log
AST-02,462.8,22.26,0.1,continuous log
AST-02,463,22.27,0.1,continuous log
AST-02,463.2,22.28,0.1,continuous log
AST-02,463.4,22.29,0.1,continuous log
AST-02,463.6,22.3,0.1,continuous log
AST-02,463.8,22.31,0.1,continuous log
AST-02,464,22.32,0.1,continuous log
AST-02,464.2,22.32,0.1,continuous log
AST-02,464.4,22.32,0.1,continuous log
AST-02,464.6,22.33,0.1,continuous log
AST-02,464.8,22.33,0.1,continuous log
AST-02,465,22.33,0.1,continuous log
AST-02,465.2,22.34,0.1,continuous log
AST-02,465.4,22.34,0.1,continuous log
AST-02,465.6,22.34,0.1,continuous log
AST-02,465.8,22.34,0.1,continuous log
AST-02,466,22.35,0.1,continuous log
AST-02,466.2,22.35,0.1,continuous log
AST-02,466.4,22.35,0.1,continuous log
AST-02,466.6,22.36,0.1,continuous log
AST-02,466.8,22.36,0.1,continuous log
AST-02,467,22.36,0.1,continuous log
AST-02,467.2,22.37,0.1,continuous log
AST-02,467.4,22.37,0.1,continuous log
AST-02,467.6,22.37,0.1,continuous log
AST-02,467.8,22.37,0.1,continuous log
AST-02,468,22.38,0.1,continuous log
AST-02,468.2,22.38,0.1,continuous log
AST-02,468.4,22.38,0.1,continuous log
AST-02,468.6,22.39,0.1,continuous log
AST-02,468.8,22.39,0.1,continuous log
AST-02,469,22.39,0.1,continuous log
AST-02,469.2,22.39,0.1,continuous log
AST-02,469.4,22.4,0.1,continuous log
AST-02,469.6,22.4,0.1,continuous log
AST-02,469.8,22.4,0.1,continuous log
AST-02,470,22.41,0.1,continuous log
AST-02,470.2,22.41,0.1,continuous log
AST-02,470.4,22.41,0.1,continuous log
AST-02,470.6,22.42,0.1,continuous log
AST-02,470.8,22.42,0.1,continuous log
AST-02,471,22.42,0.1,continuous log
AST-02,471.2,22.42,0.1,continuous log
AST-02,471.4,22.43,0.1,continuous log
AST-02,471.6,22.43,0.1,continuous log
AST-02,471.8,22.43,0.1,continuous log
AST-02,472,22.44,0.1,continuous log
AST-02,472.2,22.44,0.1,continuous log
AST-02,472.4,22.44,0.1,continuous log
AST-02,472.6,22.44,0.1,continuous log
AST-02,472.8,22.45,0.1,continuous log
AST-02,473,22.45,0.1,continuous log
AST-02,473.2,22.45,0.1,continuous log
AST-02,473.4,22.46,0.1,continuous log
AST-02,473.6,22.46,0.1,continuous log
AST-02,473.8,22.46,0.1,continuous log
AST-02,474,22.47,0.1,continuous log
AST-02,474.2,22.47,0.1,continuous log
AST-02,474.4,22.47,0.1,continuous log
AST-02,474.6,22.47,0.1,continuous log
AST-02,474.8,22.48,0.1,continuous log
AST-02,475,22.48,0.1,continuous log
AST-02,475.2,22.48,0.1,continuous log
AST-02,475.4,22.49,0.1,continuous log
AST-02,475.6,22.49,0.1,continuous log
AST-02,475.8,22.49,0.1,continuous log
AST-02,476,22.5,0.1,continuous log
AST-02,476.2,22.5,0.1,continuous log
AST-02,476.4,22.5,0.1,continuous log
AST-02,476.6,22.5,0.1,continuous log
AST-02,476.8,22.51,0.1,continuous log
AST-02,477,22.51,0.1,continuous log
AST-02,477.2,22.51,0.1,continuous log
AST-02,477.4,22.52,0.1,continuous log
AST-02,477.6,22.52,0.1,continuous log
AST-02,477.8,22.52,0.1,continuous log
AST-02,478,22.52,0.1,continuous log
AST-02,478.2,22.53,0.1,continuous log
AST-02,478.4,22.53,0.1,continuous log
AST-02,478.6,22.54,0.1,continuous log
AST-02,478.8,22.55,0.1,continuous log
AST-02,479,22.56,0.1,continuous log
AST-02,479.2,22.57,0.1,continuous log
AST-02,479.4,22.58,0.1,continuous log
AST-02,479.6,22.59,0.1,continuous log
AST-02,479.8,22.59,0.1,continuous log
AST-02,480,22.6,0.1,continuous log
AST-02,480.2,22.61,0.1,continuous log
AST-02,480.4,22.62,0.1,continuous log
AST-02,480.6,22.63,0.1,continuous log
AST-02,480.8,22.64,0.1,continuous log
AST-02,481,22.65,0.1,continuous log
AST-02,481.2,22.66,0.1,continuous log
AST-02,481.4,22.67,0.1,continuous log
AST-02,481.6,22.68,0.1,continuous log
AST-02,481.8,22.68,0.1,continuous log
AST-02,482,22.69,0.1,continuous log
AST-02,482.2,22.7,0.1,continuous log
AST-02,482.4,22.71,0.1,continuous log
AST-02,482.6,22.72,0.1,continuous log
AST-02,482.8,22.73,0.1,continuous log
AST-02,483,22.74,0.1,continuous log
AST-02,483.2,22.75,0.1,continuous log
AST-02,483.4,22.76,0.1,continuous log
AST-02,483.6,22.77,0.1,continuous log
AST-02,483.8,22.77,0.1,continuous log
AST-02,484,22.78,0.1,continuous log
AST-02,484.2,22.78,0.1,continuous log
AST-02,484.4,22.79,0.1,continuous log
AST-02,484.6,22.79,0.1,continuous log
AST-02,484.8,22.8,0.1,continuous log
AST-02,485,22.8,0.1,continuous log
AST-02,485.2,22.8,0.1,continuous log
AST-02,485.4,22.81,0.1,continuous log
AST-02,485.6,22.81,0.1,continuous log
AST-02,485.8,22.82,0.1,continuous log
AST-02,486,22.82,0.1,continuous log
AST-02,486.2,22.82,0.1,continuous log
AST-02,486.4,22.83,0.1,continuous log
AST-02,486.6,22.83,0.1,continuous log
AST-02,486.8,22.84,0.1,continuous log
AST-02,487,22.84,0.1,continuous log
AST-02,487.2,22.84,0.1,continuous log
AST-02,487.4,22.85,0.1,continuous log
AST-02,487.6,22.85,0.1,continuous log
AST-02,487.8,22.86,0.1,continuous log
AST-02,488,22.86,0.1,continuous log
AST-02,488.2,22.86,0.1,continuous log
AST-02,488.4,22.87,0.1,continuous log
AST-02,488.6,22.87,0.1,continuous log
AST-02,488.8,22.88,0.1,continuous log
AST-02,489,22.88,0.1,continuous log
AST-02,489.2,22.88,0.1,continuous log
AST-02,489.4,22.89,0.1,continuous log
AST-02,489.6,22.89,0.1,continuous log
AST-02,489.8,22.9,0.1,continuous log
AST-02,490,22.9,0.1,continuous log
AST-02,490.2,22.9,0.1,continuous log
AST-02,490.4,22.91,0.1,continuous log
AST-02,490.6,22.91,0.1,continuous log
AST-02,490.8,22.92,0.1,continuous log
AST-02,491,22.92,0.1,continuous log
AST-02,491.2,22.92,0.1,continuous log
AST-02,491.4,22.93,0.1,continuous log
AST-02,491.6,22.93,0.1,continuous log
AST-02,491.8,22.94,0.1,continuous log
AST-02,492,22.94,0.1,continuous log
AST-02,492.2,22.94,0.1,continuous log
AST-02,492.4,22.95,0.1,continuous log
AST-02,492.6,22.95,0.1,continuous log
AST-02,492.8,22.96,0.1,continuous log
AST-02,493,22.96,0.1,continuous log
AST-02,493.2,22.96,0.1,continuous log
AST-02,493.4,22.97,0.1,continuous log
AST-02,493.6,22.97,0.1,continuous log
AST-02,493.8,22.98,0.1,continuous log
AST-02,494,22.98,0.1,continuous log
AST-02,494.2,22.98,0.1,continuous log
AST-02,494.4,22.99,0.1,continuous log
AST-02,494.6,22.99,0.1,continuous log
AST-02,494.8,23,0.1,continuous log
AST-02,495,23,0.1,continuous log
AST-02,495.2,23,0.1,continuous log
AST-02,495.4,23.01,0.1,continuous log
AST-02,495.6,23.01,0.1,continuous log
AST-02,495.8,23.02,0.1,continuous log
AST-02,496,23.02,0.1,continuous log
AST-02,496.2,23.02,0.1,continuous log
AST-02,496.4,23.03,0.1,continuous log
AST-02,496.6,23.03,0.1,continuous log
AST-02,496.8,23.04,0.1,continuous log
AST-02,497,23.04,0.1,continuous log
AST-02,497.2,23.04,0.1,continuous log
AST-02,497.4,23.05,0.1,continuous log
AST-02,497.6,23.05,0.1,continuous log
AST-02,497.8,23.06,0.1,continuous log
AST-02,498,23.06,0.1,continuous log
AST-02,498.2,23.06,0.1,continuous log
AST-02,498.4,23.07,0.1,continuous log
AST-02,498.6,23.07,0.1,continuous log
AST-02,498.8,23.08,0.1,continuous log
AST-02,499,23.08,0.1,continuous log
AST-02,499.2,23.08,0.1,continuous log
AST-02,499.4,23.09,0.1,continuous log
AST-02,499.6,23.09,0.1,continuous log
AST-02,499.8,23.1,0.1,continuous log
AST-02,500,23.1,0.1,continuous log
AST-02,500.2,23.11,0.1,continuous log
AST-02,500.4,23.11,0.1,continuous log
AST-02,500.6,23.12,0.1,continuous log
AST-02,500.8,23.12,0.1,continuous log
AST-02,501,23.13,0.1,continuous log
AST-02,501.2,23.13,0.1,continuous log
AST-02,501.4,23.14,0.1,continuous log
AST-02,501.6,23.14,0.1,continuous log
AST-02,501.8,23.15,0.1,continuous log
AST-02,502,23.16,0.1,continuous log
AST-02,502.2,23.16,0.1,continuous log
AST-02,502.4,23.17,0.1,continuous log
AST-02,502.6,23.17,0.1,continuous log
AST-02,502.8,23.18,0.1,continuous log
AST-02,503,23.18,0.1,continuous log
AST-02,503.2,23.19,0.1,continuous log
AST-02,503.4,23.19,0.1,continuous log
AST-02,503.6,23.2,0.1,continuous log
AST-02,503.8,23.21,0.1,continuous log
AST-02,504,23.21,0.1,continuous log
AST-02,504.2,23.22,0.1,continuous log
AST-02,504.4,23.22,0.1,continuous log
AST-02,504.6,23.23,0.1,continuous log
AST-02,504.8,23.23,0.1,continuous log
AST-02,505,23.24,0.1,continuous log
AST-02,505.2,23.25,0.1,continuous log
AST-02,505.4,23.25,0.1,continuous log
AST-02,505.6,23.26,0.1,continuous log
AST-02,505.8,23.26,0.1,continuous log
AST-02,506,23.27,0.1,continuous log
AST-02,506.2,23.27,0.1,continuous log
AST-02,506.4,23.28,0.1,continuous log
AST-02,506.6,23.29,0.1,continuous log
AST-02,506.8,23.29,0.1,continuous log
AST-02,507,23.3,0.1,continuous log
AST-02,507.2,23.3,0.1,continuous log
AST-02,507.4,23.31,0.1,continuous log
AST-02,507.6,23.31,0.1,continuous log
AST-02,507.8,23.32,0.1,continuous log
AST-02,508,23.33,0.1,continuous log
AST-02,508.2,23.33,0.1,continuous log
AST-02,508.4,23.34,0.1,continuous log
AST-02,508.6,23.34,0.1,continuous log
AST-02,508.8,23.35,0.1,continuous log
AST-02,509,23.35,0.1,continuous log
AST-02,509.2,23.36,0.1,continuous log
AST-02,509.4,23.36,0.1,continuous log
AST-02,509.6,23.37,0.1,continuous log
AST-02,509.8,23.38,0.1,continuous log
AST-02,510,23.38,0.1,continuous log
AST-02,510.2,23.39,0.1,continuous log
AST-02,510.4,23.39,0.1,continuous log
AST-02,510.6,23.4,0.1,continuous log
AST-02,510.8,23.4,0.1,continuous log
AST-02,511,23.41,0.1,continuous log
AST-02,511.2,23.42,0.1,continuous log
AST-02,511.4,23.42,0.1,continuous log
AST-02,511.6,23.43,0.1,continuous log
AST-02,511.8,23.43,0.1,continuous log
AST-02,512,23.44,0.1,continuous log
AST-02,512.2,23.44,0.1,continuous log
AST-02,512.4,23.45,0.1,continuous log
AST-02,512.6,23.46,0.1,continuous log
AST-02,512.8,23.46,0.1,continuous log
AST-02,513,23.47,0.1,continuous log
AST-02,513.2,23.47,0.1,continuous log
AST-02,513.4,23.48,0.1,continuous log
AST-02,513.6,23.48,0.1,continuous log
AST-02,513.8,23.49,0.1,continuous log
AST-02,514,23.5,0.1,continuous log
AST-02,514.2,23.5,0.1,continuous log
AST-02,514.4,23.51,0.1,continuous log
AST-02,514.6,23.51,0.1,continuous log
AST-02,514.8,23.52,0.1,continuous log
AST-02,515,23.52,0.1,continuous log
AST-02,515.2,23.53,0.1,continuous log
AST-02,515.4,23.54,0.1,continuous log
AST-02,515.6,23.54,0.1,continuous log
AST-02,515.8,23.55,0.1,continuous log
AST-02,516,23.55,0.1,continuous log
AST-02,516.2,23.56,0.1,continuous log
AST-02,516.4,23.56,0.1,continuous log
AST-02,516.6,23.57,0.1,continuous log
AST-02,516.8,23.58,0.1,continuous log
